"","Ticker","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Year","Date","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio"
"157","ADM",11,"Consumer Staples",2,"ADM_quarterly_financial_data.xls","archer-daniels-midland","archer-daniels-midland company","archer-daniels-midland co","2015","2015-12-31",593898294,593898294,1,"4.0157e+10","2.1829e+10","2.2242e+10","1.3505e+10","1.7899e+10",1.6e+07,0,3.688e+09,5.779e+09,"16445000000","718000000","718000000","1.2","1.2",0.28,"1383000000","286000000","-1479000000","190000000","9.1e+08",3.06e+08,"40.44","47.03","33.84","0.1013","0.0453","30.14","1.35","14.09",8.96,"0.3665","0.3229","0.4457","0.0273","1.66","1.81","1.6164"
"158","ADM",11,"Consumer Staples",2,"ADM_quarterly_financial_data.xls","archer-daniels-midland","archer-daniels-midland company","archer-daniels-midland co","2014","2014-12-31",634287854,634287854,1,"4.4027e+10","2.6028e+10","2.4397e+10","1.5602e+10","1.9575e+10",5.5e+07,0,1.273e+09,5.558e+09,"20894000000","701000000","701000000","1.08","1.08",0.24,"538000000","-2987000000","-991000000","-3440000000","1.099e+09",3.18e+08,"47.77","53.91","41.63","0.1124","0.0538","30.86","1.52","16.42",7.84,"0.2752","0.2839","0.4446","0.0277","1.94","0.35","1.6682"
"159","ADM",11,"Consumer Staples",2,"ADM_quarterly_financial_data.xls","archer-daniels-midland","archer-daniels-midland company","archer-daniels-midland co","2012","2012-12-31",658592500,658592500,1,"4.5136e+10","2.9762e+10","2.6005e+10","1.6993e+10","1.892e+10",2.11e+08,0,5.51e+08,6.456e+09,"24921000000","510000000","510000000","0.77","0.77",0.17,"1995000000","-411000000","-1105000000","479000000","1.714e+09",3.63e+08,"26.8","29.23","24.38","0.0749","0.0317","28.73","0.97","18.61",6.12,"0.3353","0.3412","0.4192","0.0152","2.09","2.48","1.7514"
"161","ADM",11,"Consumer Staples",2,"ADM_quarterly_financial_data.xls","archer-daniels-midland","archer-daniels-midland company","archer-daniels-midland co","2016","2016-12-31",571080171,571080171,1,"3.9769e+10","2.1045e+10","2.2564e+10","1.3173e+10","1.7173e+10",3.2e+07,0,3.703e+09,6.504e+09,"16501000000","424000000","424000000","0.73","0.71",0.3,"319000000","20000000","-445000000","-106000000","6.88e+08",2.61e+08,"44.66","47.88","41.44","0.0728","0.0321","30.07","1.47","16.85",10.16,"0.5432","0.3787","0.4318","0.0205","1.56","0.1","1.5976"
"164","ADM",11,"Consumer Staples",2,"ADM_quarterly_financial_data.xls","archer-daniels-midland","archer-daniels-midland company","archer-daniels-midland co","2013","2013-12-31",658371076,658371076,1,"4.3752e+10","2.853e+10","2.3558e+10","1.5658e+10","2.0156e+10",3.8e+07,0,7.59e+08,5.347e+09,"24143000000","374000000","374000000","0.57","0.56",0.19,"357000000","-403000000","-85000000","-131000000","3.121e+09",2.9e+08,"40","43.99","36.01","0.0691","0.0318","30.61","1.35","17.94",6.88,"0.373","0.2653","0.4607","0.0149","2.13","0.1","1.8221"
"166","ADP",12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc","2013","2013-12-31",481825525,481825525,1,"38321800000","32301100000","32063300000","3.0645e+10","6258500000",0,0,3753100000,12600000,"2982800000","377000000","377000000","0.79","0.78",0.48,"391700000","-8727900000","8454600000","118100000","1267100000",91300000,"76.86","83.82","69.91","0.2246","0.0404","12.99","5.98","26.14",19.69,"0.6073","0.002","0.1633","0.1205","0.34","0.62","1.054"
"168","ADP",12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc","2014","2014-12-31",475152112,475152112,1,"43503100000","3.9116e+10","38010900000","36770200000","5492200000",0,0,2332700000,10300000,"2661300000","331500000","331500000","0.7","0.69",0.49,"228900000","-13646900000","13120600000","-324900000","1850800000",84800000,"78.52","86.54","70.5","0.2336","0.0404","11.56","6.49","25.58",31.29,"3.8886","0.0019","0.1262","0.1237","0.33","0.3","1.0638"
"174","ADP",12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc","2015","2015-12-31",457451131,457451131,1,"39899500000","35659200000","35693300000","32468100000","4206200000",0,0,2166500000,1994800000,"2807000000","341400000","341400000","0.75","0.74",0.53,"399500000","-6184900000","5405400000","-389800000","2794900000",88400000,"84.7","90.67","78.74","0.3196","0.0416","9.19","8.44","26.8",33.29,"0.6163","0.4743","0.1054","0.134","0.31","0.68","1.0983"
"177","ADP",12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc","2012","2012-12-31",485017174,485017174,1,"3.333e+10","27552400000","26934700000","25438500000","6395300000",0,0,3771300000,15800000,"2747800000","390900000","390900000","0.81","0.8",0.435,"448500000","-2859700000","2680300000","273500000","1390900000",60300000,"56.99","59.96","54.02","0.2228","0.0421","13.19","4.4","20.07",17.91,"0.5613","0.0025","0.1919","0.1286","0.33","0.8","1.0831"
"183","ADP",12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc","2016","2016-12-31",448902582,448902582,1,"39999400000","35808100000","36184300000","32956300000","3815100000",0,0,2205300000,2002500000,"2987300000","510900000","510900000","1.14","1.13",0.57,"511300000","-6044700000","5484300000","-71400000","2705200000",120400000,"93.38","102.73","84.03","0.3974","0.0401","8.5","9.91","27.96",35.45,"0.5774","0.5249","0.0954","0.1406","0.29","0.87","1.0865"
"185","ADP",12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc","2017","2017-12-31",443269657,443269657,1,"44545500000","3.935e+10","40614300000","37250900000","3931200000",0,0,2.997e+09,2002400000,"3235400000","467500000","467500000","1.06","1.05",0.63,"430400000","-1033700000","8345000000","7776600000","13859800000",107700000,"113.96","119.39","108.53","0.4317","0.0427","8.87","12.79","28.92",37.79,"0.6039","0.5094","0.0883","0.1347","0.32","0.73","1.0564"
"192","ADS",13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp","2014","2014-12-31",62805266,62805266,1,"20263977000","13814776000","17632031000","6305483000","2396380000",235566000,0,5381478000,4001082000,"1485749000","76256000","67212000","0.87","0.86",0,"376180000","-2874286000","2951383000","442328000","1077152000",44099000,"261.75","292.96","230.54","0.3768","0.0325","38.16","14.39","29.78",0,"0","1.6696","0.1183","0.0955","0.33","5.29","2.1909"
"196","ADS",13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp","2017","2017-12-31",55461323,55461323,1,"30684800000","24705600000","28829500000","10146700000","1855300000",0,0,4680700000,5948300000,"2106200000","271400000","271400000","4.9","4.87",0.52,"830000000","-2250400000","2281800000","864000000","4.19e+09",48800000,"235.08","254.79","215.37","0.5058","0.029","33.45","8.15","24.93",2.6,"0.1463","3.2061","0.0605","0.1022","0.28","14.09","2.4348"
"200","ADS",13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp","2015","2015-12-31",59261410,59261410,1,"22421830000","16250417000","20244423000","6405559000","2010030000",167377000,0,5017823000,4692852000,"1748854000","180175000","174215000","2.36","2.34",0,"674609000","-2259579000","1780045000","190696000","1168037000",51592000,"280","303.75","256.24","0.3048","0.0298","33.92","8.79","37.99",0,"0","2.3347","0.0896","0.0926","0.32","10.51","2.5369"
"203","ADS",13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp","2013","2013-12-31",53172615,53172615,1,"13244257000","10400842000","12388496000","4512498000","855761000",0,0,2196107000,2435792000,"1141087000","117873000","117873000","2.4","1.78",0,"204654000","-1245083000","1232947000","185780000","969822000",43617000,"237.01","264.31","209.71","0.721","0.0405","16.09","16.23","34.3",0,"0","2.8463","0.0646","0.1149","0.35","3.03","2.3049"
"204","ADS",13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp","2012","2012-12-31",49874416,49874416,1,"12000139000","9132143000","11471652000","5032777000","528487000",0,0,2333927000,2051570000,"971844000","83661000","83661000","1.68","1.27",0,"272129000","-1482793000","1339190000","127035000","893352000",39115000,"142.16","148.41","135.91","None","0.0411","10.6","14.39","22.07",0,"0","3.882","0.044","0.116","0.35","4.67","1.8145"
"206","ADS",13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp","2016","2016-12-31",55925301,55925301,1,"25514100000","19589300000","23855900000","9229500000","1658200000",0,0,4.804e+09,4786900000,"1827600000","8700000","-73000000","0.18","0.18",0.52,"759400000","-1911400000","1512800000","358700000","1859200000",48700000,"219.69","241.69","197.69","0.2501","0.0219","29.65","7.11","23.17",0.52,"0.0673","2.8868","0.065","0.0606","0.3","12.71","2.1225"
"208","AEE",15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp","2014","2014-12-31",242634798,242634798,1,"2.2676e+10","2.046e+09","1.5821e+10","2.249e+09","6.713e+09",1.42e+08,1.42e+08,4.11e+08,6.12e+09,"1370000000","48000000","48000000","0.2","0.2",0.41,"348000000","-505000000","149000000","-8000000","5000000",5.21e+08,"43.2","48.14","38.25","0.0901","0.0268","27.08","1.58","18.31",37.45,"0.6666","0.9314","0.2898","0.0968","0.28","-0.71","0.9097"
"209","AEE",15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp","2012","2012-12-31",242634671,242634671,1,"2.1835e+10","2.369e+09","1.5219e+10","1.698e+09","6.465e+09",1.51e+08,1.42e+08,4.27e+08,6.626e+09,"1509000000","-1156000000","-1156000000","-4.85","-4.85",0.4,"329000000","-299000000","-119000000","-89000000","209000000",3.7e+08,"30.82","33.21","28.43","-0.1355","-0.0427","26.06","0.97","35.84",34.24,"None","1.0479","0.2896","None","0.3","-0.17","1.3952"
"210","AEE",15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp","2016","2016-12-31",242634798,242634798,1,"2.4699e+10","1.593e+09","1.7454e+10","2.674e+09","7.103e+09",1.42e+08,4.26e+08,4.11e+08,6.595e+09,"1356000000","32000000","32000000","0.13","0.13",0.44,"564000000","-590000000","17000000","-9000000","9000000",5.94e+08,"49.86","52.88","46.84","0.0944","0.0272","27.52","1.68","18.6",40.82,"0.6372","0.9877","0.2703","0.1075","0.25","-0.12","0.5957"
"212","AEE",15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp","2017","2017-12-31",242634798,242634798,1,"2.5945e+10","1.612e+09","1.8619e+10","2.94e+09","7.184e+09",1.42e+08,4.26e+08,4.11e+08,7.37e+09,"1402000000","-60000000","-60000000","-0.24","-0.24",0.46,"461000000","-620000000","160000000","1000000","10000000",6.2e+08,"61.28","64.89","57.67","0.075","0.0206","27.85","2.06","24.32",42.6,"0.8258","1.0906","0.2605","0.0847","0.24","-0.66","0.5483"
"215","AEE",15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp","2015","2015-12-31",242634798,242634798,1,"2.364e+10","1.917e+09","1.6552e+10","2.093e+09","6.946e+09",1.42e+08,4.26e+08,4.11e+08,6.88e+09,"1308000000","29000000","29000000","0.12","0.12",0.43,"489000000","-614000000","345000000","220000000","292000000",6.07e+08,"43.02","44.71","41.33","0.0948","0.0271","26.87","1.52","16.11",39.11,"0.6393","1.0552","0.2758","0.1033","0.26","-0.49","0.9159"
"221","AEE",15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp","2013","2013-12-31",242634671,242634671,1,"2.1042e+10","1.972e+09","1.4356e+10","2.461e+09","6.544e+09",1.42e+08,1.42e+08,4.33e+08,5.504e+09,"1322000000","37000000","37000000","0.15","0.15",0.4,"379000000","-690000000","147000000","-164000000","30000000",4.47e+08,"35.75","37.31","34.18","0.0457","0.0132","26.39","1.35","None",35.84,"1.3433","0.8597","0.3042","0.0495","0.27","-0.28","0.8013"
"228","AEP",16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc","2012","2012-12-31",485668370,485668370,1,"54367000000","4589000000","39130000000","6823000000","15237000000",0,0,9.1e+07,1.5586e+10,"3613000000","21000000","21000000","0.05","0.05",0.47,"892000000","-1110000000","54000000","-164000000","279000000",5e+06,"42.98","45.41","40.56","0.0834","0.0235","31.37","1.36","13.47",36.67,"0.7243","1.0229","0.2803","0.0842","0.28","1.83","0.6726"
"232","AEP",16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc","2013","2013-12-31",487777372,487777372,1,"56414000000","4310000000","40328000000","6112000000","16085000000",1e+06,0,9.1e+07,1.6828e+10,"3773000000","343000000","346000000","0.71","0.71",0.5,"1066000000","-1298000000","203000000","-29000000","118000000",2.6e+07,"45.7","48.4","43.01","0.0943","0.0268","32.98","1.41","19.2",38.62,"0.6416","1.0462","0.2851","0.0964","0.28","2.13","0.7052"
"234","AEP",16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc","2017","2017-12-31",492005598,492005598,1,"64729100000","4253100000","46403600000","8271300000","18287000000",38500000,0,52500000,19658400000,"3810400000","401800000","400700000","0.82","0.82",0.62,"1146200000","-1979800000","709300000","-124300000","412600000",1942100000,"73.81","78.07","69.55","0.1065","0.0305","37.17","2.01","19.32",47.46,"0.6146","1.075","0.2825","0.124","0.24","-1.62","0.5142"
"239","AEP",16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc","2015","2015-12-31",491052581,491052581,1,"61683100000","4072400000","43778200000","7108500000","17891700000",13200000,0,52500000,17740900000,"3371200000","470300000","469100000","0.94","0.94",0.56,"898500000","-769200000","-130400000","-1100000","176400000",4300000,"56.41","59.52","53.3","0.1165","0.0337","36.44","1.56","15.63",42.8,"0.5153","0.9916","0.2901","0.1244","0.27","1.82","0.5729"
"241","AEP",16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc","2014","2014-12-31",489402567,489402567,1,"59633000000","4478000000","42809000000","7967000000","16820000000",4e+06,0,9.1e+07,1.6181e+10,"4026000000","192000000","191000000","0.38","0.38",0.53,"888000000","-1325000000","406000000","-31000000","163000000",2e+07,"57.59","63.22","51.97","0.098","0.0282","34.37","1.67","15.69",40.65,"0.6073","0.962","0.2821","0.096","0.29","1.77","0.5621"
"244","AEP",16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc","2016","2016-12-31",491711928,491711928,1,"63467700000","6033900000","46047600000","9498000000","17397000000",23100000,0,52500000,17620500000,"3790100000","375200000","373400000","0.76","0.76",0.59,"1100800000","-1560400000","457900000","-1700000","210500000",-3279100000,"61.57","65.25","57.89","0.0343","0.0099","35.38","1.75","43.36",45.07,"1.8267","1.0128","0.2741","0.0373","0.26","8.91","0.6353"
"253","AET",17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc","2015","2015-12-31",349600000,349600000,1,"53424100000","12738500000","37245500000","15481500000","16114300000",64300000,0,12325100000,7.828e+09,"15048500000","320800000","320800000","0.92","0.91",0.25,"1110500000","-271900000","-110800000","727800000","2524300000",75900000,"107.62","115.34","99.89","0.1531","0.044","46.09","2.36","16.51",4.11,"0.146","0.4858","0.3016","0.0396","1.11","2.96","0.8228"
"254","AET",17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc","2016","2016-12-31",351700000,351700000,1,"6.9146e+10","2.8449e+10","5.1203e+10","1.8694e+10","1.7881e+10",6.2e+07,0,1.2079e+10,1.9027e+10,"15727800000","149700000","149700000","0.42","0.43",0.25,"-902000000","-55100000","-112800000","-1069900000","1.7996e+10",73100000,"120.05","134.9","105.2","0.1285","0.0339","50.84","2.3","17.4",5.11,"0.1546","1.0641","0.2586","0.036","0.94","-2.77","1.5218"
"260","AET",17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc","2014","2014-12-31",348700000,348700000,1,"53402100000","1.1764e+10","38850300000","15356500000","14482600000",69200000,0,12561500000,7.852e+09,"14771200000","232000000","232000000","0.66","0.65",0.22,"294100000","-1017400000","436600000","-286700000","1420400000",108500000,"82.14","90.84","73.43","0.1398","0.0386","41.53","1.94","13.67",3.11,"0.1549","0.5422","0.2712","0.0352","1.1","0.53","0.7661"
"261","AET",17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc","2017","2017-12-31",326800000,326800000,1,"5.5151e+10","1.5523e+10","3.9314e+10","1.6837e+10","1.558e+10",2.57e+08,0,1.1751e+10,8.16e+09,"14853000000","244000000","244000000","0.74","0.74",0.75,"-2688000000","2061000000","-1225000000","-1852000000","4.076e+09",1.09e+08,"171.03","192.37","149.69","0.1252","0.0338","47.67","3.58","31.44",7.11,"0.3451","0.5237","0.2825","0.0315","1.07","-8.56","0.922"
"266","AET",17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc","2012","2012-12-31",3.28e+08,3.28e+08,1,"41494500000","8244400000","31088700000","8487600000","10405800000",0,0,7033100000,0,"9928500000","190100000","190100000","0.56","0.57",0.18,"544800000","237300000","1158900000","1941000000","2579200000",85700000,"43.4","46.99","39.81","0.1584","0.0414","31.73","1.33","8.3",1.42,"0.1429","0","0.2508","0.0453","0.91","1.4","0.9713"
"268","AET",17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc","2013","2013-12-31",362700000,362700000,1,"49871800000","9718900000","35793600000","12602900000","14025500000",52700000,0,12321600000,7865300000,"13182700000","368900000","368900000","1","1",0.2,"624100000","-773600000","-520600000","-670100000","1412300000",147500000,"64.84","68.93","60.75","0.1478","0.04","38.67","1.75","13.18",2.22,"0.1493","0.5608","0.2812","0.0405","0.99","1.31","0.7712"
"271","AFL",18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc","2014","2014-12-31",438903157,438903157,1,"1.19767e+11","None","1.0142e+11","None","1.8347e+10",0,0,0,0,"5514000000","703000000","703000000","1.58","1.56",0.39,"1973000000","-97000000","175000000","1992000000","4658000000",0,"58.73","62.46","54.99","0.17","0.0237","41.8","1.48","9.18",12.33,"0.2282","0","0.1532","0.1298","0.18","4.5","None"
"275","AFL",18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc","2012","2012-12-31",467739570,467739570,1,"1.31094e+11","None","1.15116e+11","None","1.5978e+10",0,0,0,0,"6375000000","581000000","581000000","1.25","1.24",0.35,"3501000000","-4453000000","164000000","-944000000","2041000000",0,"51.09","54.93","47.25","0.1918","0.0226","34.16","1.5","8.49",9.41,"0.2189","0","0.1219","0.113","0.2","7.48","None"
"276","AFL",18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc","2015","2015-12-31",420001378,420001378,1,"1.18296e+11","None","1.00588e+11","None","1.7708e+10",0,0,0,0,"5319000000","730000000","730000000","1.71","1.7",0.41,"2006000000","-814000000","-361000000","830000000","4350000000",0,"61.66","66.53","56.78","0.1435","0.0214","42.16","1.53","10.8",13.91,"0.2668","0","0.1497","0.1214","0.18","4.78","None"
"277","AFL",18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc","2013","2013-12-31",455815182,455815182,1,"1.21307e+11","None","1.06687e+11","None","1.462e+10",0,0,0,0,"5801000000","675000000","675000000","1.47","1.46",0.37,"3388000000","-3570000000","3000000","-206000000","2543000000",0,"64.79","67.62","61.96","0.2159","0.0264","32.07","2.06","9.91",10.83,"0.2083","0","0.1205","0.1319","0.2","7.43","None"
"290","AFL",18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc","2016","2016-12-31",401426860,401426860,1,"1.29819e+11","None","1.09337e+11","None","2.0482e+10",0,0,0,5.36e+09,"5955000000","751000000","751000000","1.84","1.83",0.43,"1867000000","-1217000000","-784000000","-411000000","4859000000",0,"70.72","73.95","67.5","0.1239","0.0196","51.02","1.27","11.24",15.57,"0.2548","0.2617","0.1578","0.1179","0.17","4.65","None"
"293","AFL",18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc","2017","2017-12-31",389682983,389682983,1,"1.37217e+11","None","1.12619e+11","None","2.4598e+10",0,0,0,5.289e+09,"5424000000","2583000000","2583000000","6.59","6.53",0.45,"1532000000","-2544000000","-452000000","-1436000000","3491000000",0,"85.61","89.81","81.41","0.2083","0.034","63.12","1.53","12.43",17.31,"0.1488","0.215","0.1793","0.2125","0.16","3.93","None"
"295","AGN",19,"Health Care",5,"AGN_quarterly_financial_data.xls","allergan","allergan inc","allergan inc","2013","2013-12-31",307592460,307592460,1,"10574300000","5319700000","4104800000","1244300000","6463200000",6300000,0,3989400000,2098300000,"1684400000","312900000","312900000","1.05","1.04",0.05,"515300000","-113300000","-42600000","359800000","3046100000",74500000,"99.9","111.45","88.34","0.1669","0.0994","21.01","5.05","30.36",4.6,"0.0624","0.3247","0.6112","0.1564","0.64","1.43","4.2753"
