"","symbol","section","sub.section","group","date","Cap Ex as a % of Sales","Free Cash Flow Growth % YOY","Free Cash Flow/Net Income","Free Cash Flow/Sales %","Operating Cash Flow Growth % YOY"
"10487","LNG","Cash Flow","Cash Flow Ratios",52,2014-12-01,NA,NA,NA,NA,NA
"10488","LNG","Cash Flow","Cash Flow Ratios",52,2015-12-01,NA,NA,NA,NA,NA
"10489","LNG","Cash Flow","Cash Flow Ratios",52,2016-12-01,NA,NA,NA,-370.96,NA
"10490","LNG","Cash Flow","Cash Flow Ratios",52,2017-12-01,NA,NA,NA,-37.96,NA
"10491","LNG","Cash Flow","Cash Flow Ratios",53,2008-12-01,NA,NA,2.02,NA,NA
"10492","LNG","Cash Flow","Cash Flow Ratios",53,2009-12-01,NA,NA,1.31,NA,NA
"10493","LNG","Cash Flow","Cash Flow Ratios",53,2010-12-01,NA,NA,0.28,NA,NA
"10494","LNG","Cash Flow","Cash Flow Ratios",53,2011-12-01,NA,NA,0.26,NA,NA
"10495","LNG","Cash Flow","Cash Flow Ratios",53,2012-12-01,NA,NA,3.68,NA,NA
"10496","LNG","Cash Flow","Cash Flow Ratios",53,2013-12-01,NA,NA,6.23,NA,NA
"10497","LNG","Cash Flow","Cash Flow Ratios",53,2014-12-01,NA,NA,5.39,NA,NA
"10498","LNG","Cash Flow","Cash Flow Ratios",53,2015-12-01,NA,NA,7.3,NA,NA
"10499","LNG","Cash Flow","Cash Flow Ratios",53,2016-12-01,NA,NA,7.8,NA,NA
"10500","LNG","Cash Flow","Cash Flow Ratios",53,2017-12-01,NA,NA,5.41,NA,NA
"10501","LOW","Cash Flow","Cash Flow Ratios",49,2009-01-01,NA,NA,NA,NA,-518
"10502","LOW","Cash Flow","Cash Flow Ratios",49,2010-01-01,NA,NA,NA,NA,-165
"10503","LOW","Cash Flow","Cash Flow Ratios",49,2011-01-01,NA,NA,NA,NA,-498
"10504","LOW","Cash Flow","Cash Flow Ratios",49,2012-01-01,NA,NA,NA,NA,NA
"10505","LOW","Cash Flow","Cash Flow Ratios",49,2013-01-01,NA,NA,NA,NA,NA
"10506","LOW","Cash Flow","Cash Flow Ratios",49,2014-01-01,NA,NA,NA,NA,928
"10507","LOW","Cash Flow","Cash Flow Ratios",49,2015-01-01,NA,NA,NA,NA,NA
"10508","LOW","Cash Flow","Cash Flow Ratios",49,2016-01-01,NA,NA,NA,NA,-294
"10509","LOW","Cash Flow","Cash Flow Ratios",49,2017-01-01,NA,NA,NA,NA,NA
"10510","LOW","Cash Flow","Cash Flow Ratios",49,2018-01-01,NA,NA,NA,NA,-983
"10511","LOW","Cash Flow","Cash Flow Ratios",50,2009-01-01,NA,NA,NA,NA,NA
"10512","LOW","Cash Flow","Cash Flow Ratios",50,2010-01-01,NA,NA,NA,NA,NA
"10513","LOW","Cash Flow","Cash Flow Ratios",50,2011-01-01,NA,NA,NA,NA,NA
"10514","LOW","Cash Flow","Cash Flow Ratios",50,2012-01-01,NA,-12,NA,NA,NA
"10515","LOW","Cash Flow","Cash Flow Ratios",50,2013-01-01,NA,123,NA,NA,NA
"10516","LOW","Cash Flow","Cash Flow Ratios",50,2014-01-01,NA,NA,NA,NA,NA
"10517","LOW","Cash Flow","Cash Flow Ratios",50,2015-01-01,NA,NA,NA,NA,NA
"10518","LOW","Cash Flow","Cash Flow Ratios",50,2016-01-01,NA,NA,NA,NA,NA
"10519","LOW","Cash Flow","Cash Flow Ratios",50,2017-01-01,NA,NA,NA,NA,NA
"10520","LOW","Cash Flow","Cash Flow Ratios",50,2018-01-01,NA,NA,NA,NA,NA
"10521","LOW","Cash Flow","Cash Flow Ratios",51,2009-01-01,6.77,NA,NA,NA,NA
"10522","LOW","Cash Flow","Cash Flow Ratios",51,2010-01-01,3.81,NA,NA,NA,NA
"10523","LOW","Cash Flow","Cash Flow Ratios",51,2011-01-01,2.72,NA,NA,NA,NA
"10524","LOW","Cash Flow","Cash Flow Ratios",51,2012-01-01,3.64,NA,NA,NA,NA
"10525","LOW","Cash Flow","Cash Flow Ratios",51,2013-01-01,2.4,NA,NA,NA,NA
"10526","LOW","Cash Flow","Cash Flow Ratios",51,2014-01-01,1.76,NA,NA,NA,NA
"10527","LOW","Cash Flow","Cash Flow Ratios",51,2015-01-01,1.57,NA,NA,NA,NA
"10528","LOW","Cash Flow","Cash Flow Ratios",51,2016-01-01,2.03,NA,NA,NA,NA
"10529","LOW","Cash Flow","Cash Flow Ratios",51,2017-01-01,1.79,NA,NA,NA,NA
"10530","LOW","Cash Flow","Cash Flow Ratios",51,2018-01-01,1.64,NA,NA,NA,NA
"10531","LOW","Cash Flow","Cash Flow Ratios",52,2009-01-01,NA,NA,NA,1.77,NA
"10532","LOW","Cash Flow","Cash Flow Ratios",52,2010-01-01,NA,NA,NA,4.78,NA
"10533","LOW","Cash Flow","Cash Flow Ratios",52,2011-01-01,NA,NA,NA,5.17,NA
"10534","LOW","Cash Flow","Cash Flow Ratios",52,2012-01-01,NA,NA,NA,5.02,NA
"10535","LOW","Cash Flow","Cash Flow Ratios",52,2013-01-01,NA,NA,NA,5.05,NA
"10536","LOW","Cash Flow","Cash Flow Ratios",52,2014-01-01,NA,NA,NA,5.94,NA
"10537","LOW","Cash Flow","Cash Flow Ratios",52,2015-01-01,NA,NA,NA,7.2,NA
"10538","LOW","Cash Flow","Cash Flow Ratios",52,2016-01-01,NA,NA,NA,6.07,NA
"10539","LOW","Cash Flow","Cash Flow Ratios",52,2017-01-01,NA,NA,NA,6.84,NA
"10540","LOW","Cash Flow","Cash Flow Ratios",52,2018-01-01,NA,NA,NA,5.74,NA
"10541","LOW","Cash Flow","Cash Flow Ratios",53,2009-01-01,NA,NA,0.39,NA,NA
"10542","LOW","Cash Flow","Cash Flow Ratios",53,2010-01-01,NA,NA,1.26,NA,NA
"10543","LOW","Cash Flow","Cash Flow Ratios",53,2011-01-01,NA,NA,1.26,NA,NA
"10544","LOW","Cash Flow","Cash Flow Ratios",53,2012-01-01,NA,NA,1.37,NA,NA
"10545","LOW","Cash Flow","Cash Flow Ratios",53,2013-01-01,NA,NA,1.3,NA,NA
"10546","LOW","Cash Flow","Cash Flow Ratios",53,2014-01-01,NA,NA,1.39,NA,NA
"10547","LOW","Cash Flow","Cash Flow Ratios",53,2015-01-01,NA,NA,1.5,NA,NA
"10548","LOW","Cash Flow","Cash Flow Ratios",53,2016-01-01,NA,NA,1.41,NA,NA
"10549","LOW","Cash Flow","Cash Flow Ratios",53,2017-01-01,NA,NA,1.44,NA,NA
"10550","LOW","Cash Flow","Cash Flow Ratios",53,2018-01-01,NA,NA,1.14,NA,NA
"10551","LRCX","Cash Flow","Cash Flow Ratios",49,2008-06-01,NA,NA,NA,NA,-28.32
"10552","LRCX","Cash Flow","Cash Flow Ratios",49,2009-06-01,NA,NA,NA,NA,NA
"10553","LRCX","Cash Flow","Cash Flow Ratios",49,2010-06-01,NA,NA,NA,NA,NA
"10554","LRCX","Cash Flow","Cash Flow Ratios",49,2011-06-01,NA,NA,NA,NA,151.21
"10555","LRCX","Cash Flow","Cash Flow Ratios",49,2012-06-01,NA,NA,NA,NA,-43.36
"10556","LRCX","Cash Flow","Cash Flow Ratios",49,2013-06-01,NA,NA,NA,NA,44.27
"10557","LRCX","Cash Flow","Cash Flow Ratios",49,2014-06-01,NA,NA,NA,NA,-0.4
"10558","LRCX","Cash Flow","Cash Flow Ratios",49,2015-06-01,NA,NA,NA,NA,9.55
"10559","LRCX","Cash Flow","Cash Flow Ratios",49,2016-06-01,NA,NA,NA,NA,71.9
"10560","LRCX","Cash Flow","Cash Flow Ratios",49,2017-06-01,NA,NA,NA,NA,50.29
"10561","LRCX","Cash Flow","Cash Flow Ratios",50,2008-06-01,NA,-32.75,NA,NA,NA
"10562","LRCX","Cash Flow","Cash Flow Ratios",50,2009-06-01,NA,NA,NA,NA,NA
"10563","LRCX","Cash Flow","Cash Flow Ratios",50,2010-06-01,NA,NA,NA,NA,NA
"10564","LRCX","Cash Flow","Cash Flow Ratios",50,2011-06-01,NA,139.12,NA,NA,NA
"10565","LRCX","Cash Flow","Cash Flow Ratios",50,2012-06-01,NA,-48.01,NA,NA,NA
"10566","LRCX","Cash Flow","Cash Flow Ratios",50,2013-06-01,NA,42.73,NA,NA,NA
"10567","LRCX","Cash Flow","Cash Flow Ratios",50,2014-06-01,NA,2.22,NA,NA,NA
"10568","LRCX","Cash Flow","Cash Flow Ratios",50,2015-06-01,NA,2.75,NA,NA,NA
"10569","LRCX","Cash Flow","Cash Flow Ratios",50,2016-06-01,NA,100.08,NA,NA,NA
"10570","LRCX","Cash Flow","Cash Flow Ratios",50,2017-06-01,NA,59.31,NA,NA,NA
"10571","LRCX","Cash Flow","Cash Flow Ratios",51,2008-06-01,3.1,NA,NA,NA,NA
"10572","LRCX","Cash Flow","Cash Flow Ratios",51,2009-06-01,3.97,NA,NA,NA,NA
"10573","LRCX","Cash Flow","Cash Flow Ratios",51,2010-06-01,1.67,NA,NA,NA,NA
"10574","LRCX","Cash Flow","Cash Flow Ratios",51,2011-06-01,3.94,NA,NA,NA,NA
"10575","LRCX","Cash Flow","Cash Flow Ratios",51,2012-06-01,4.02,NA,NA,NA,NA
"10576","LRCX","Cash Flow","Cash Flow Ratios",51,2013-06-01,4.47,NA,NA,NA,NA
"10577","LRCX","Cash Flow","Cash Flow Ratios",51,2014-06-01,3.16,NA,NA,NA,NA
"10578","LRCX","Cash Flow","Cash Flow Ratios",51,2015-06-01,3.77,NA,NA,NA,NA
"10579","LRCX","Cash Flow","Cash Flow Ratios",51,2016-06-01,2.98,NA,NA,NA,NA
"10580","LRCX","Cash Flow","Cash Flow Ratios",51,2017-06-01,1.96,NA,NA,NA,NA
"10581","LRCX","Cash Flow","Cash Flow Ratios",52,2008-06-01,NA,NA,NA,20.75,NA
"10582","LRCX","Cash Flow","Cash Flow Ratios",52,2009-06-01,NA,NA,NA,-10.97,NA
"10583","LRCX","Cash Flow","Cash Flow Ratios",52,2010-06-01,NA,NA,NA,14.77,NA
"10584","LRCX","Cash Flow","Cash Flow Ratios",52,2011-06-01,NA,NA,NA,23.27,NA
"10585","LRCX","Cash Flow","Cash Flow Ratios",52,2012-06-01,NA,NA,NA,14.7,NA
"10586","LRCX","Cash Flow","Cash Flow Ratios",52,2013-06-01,NA,NA,NA,15.54,NA
"10587","LRCX","Cash Flow","Cash Flow Ratios",52,2014-06-01,NA,NA,NA,12.41,NA
"10588","LRCX","Cash Flow","Cash Flow Ratios",52,2015-06-01,NA,NA,NA,11.17,NA
"10589","LRCX","Cash Flow","Cash Flow Ratios",52,2016-06-01,NA,NA,NA,19.96,NA
"10590","LRCX","Cash Flow","Cash Flow Ratios",52,2017-06-01,NA,NA,NA,23.36,NA
"10591","LRCX","Cash Flow","Cash Flow Ratios",53,2008-06-01,NA,NA,1.17,NA,NA
"10592","LRCX","Cash Flow","Cash Flow Ratios",53,2009-06-01,NA,NA,0.41,NA,NA
"10593","LRCX","Cash Flow","Cash Flow Ratios",53,2010-06-01,NA,NA,0.91,NA,NA
"10594","LRCX","Cash Flow","Cash Flow Ratios",53,2011-06-01,NA,NA,1.04,NA,NA
"10595","LRCX","Cash Flow","Cash Flow Ratios",53,2012-06-01,NA,NA,2.32,NA,NA
"10596","LRCX","Cash Flow","Cash Flow Ratios",53,2013-06-01,NA,NA,4.91,NA,NA
"10597","LRCX","Cash Flow","Cash Flow Ratios",53,2014-06-01,NA,NA,0.9,NA,NA
"10598","LRCX","Cash Flow","Cash Flow Ratios",53,2015-06-01,NA,NA,0.9,NA,NA
"10599","LRCX","Cash Flow","Cash Flow Ratios",53,2016-06-01,NA,NA,1.29,NA,NA
"10600","LRCX","Cash Flow","Cash Flow Ratios",53,2017-06-01,NA,NA,1.1,NA,NA
"10601","LTRPA","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,NA
"10602","LTRPA","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,NA
"10603","LTRPA","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,NA
"10604","LTRPA","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,NA
"10605","LTRPA","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,NA
"10606","LTRPA","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,NA
"10607","LTRPA","Cash Flow","Cash Flow Ratios",49,2014-12-01,NA,NA,NA,NA,8.63
"10608","LTRPA","Cash Flow","Cash Flow Ratios",49,2015-12-01,NA,NA,NA,NA,-1.37
"10609","LTRPA","Cash Flow","Cash Flow Ratios",49,2016-12-01,NA,NA,NA,NA,-16.39
"10610","LTRPA","Cash Flow","Cash Flow Ratios",49,2017-12-01,NA,NA,NA,NA,-26.91
"10611","LTRPA","Cash Flow","Cash Flow Ratios",50,2008-12-01,NA,NA,NA,NA,NA
"10612","LTRPA","Cash Flow","Cash Flow Ratios",50,2009-12-01,NA,NA,NA,NA,NA
"10613","LTRPA","Cash Flow","Cash Flow Ratios",50,2010-12-01,NA,NA,NA,NA,NA
"10614","LTRPA","Cash Flow","Cash Flow Ratios",50,2011-12-01,NA,NA,NA,NA,NA
"10615","LTRPA","Cash Flow","Cash Flow Ratios",50,2012-12-01,NA,NA,NA,NA,NA
"10616","LTRPA","Cash Flow","Cash Flow Ratios",50,2013-12-01,NA,NA,NA,NA,NA
"10617","LTRPA","Cash Flow","Cash Flow Ratios",50,2014-12-01,NA,-0.36,NA,NA,NA
"10618","LTRPA","Cash Flow","Cash Flow Ratios",50,2015-12-01,NA,-9.82,NA,NA,NA
"10619","LTRPA","Cash Flow","Cash Flow Ratios",50,2016-12-01,NA,-8.06,NA,NA,NA
"10620","LTRPA","Cash Flow","Cash Flow Ratios",50,2017-12-01,NA,-32.02,NA,NA,NA
"10621","LTRPA","Cash Flow","Cash Flow Ratios",51,2008-12-01,NA,NA,NA,NA,NA
"10622","LTRPA","Cash Flow","Cash Flow Ratios",51,2009-12-01,NA,NA,NA,NA,NA
"10623","LTRPA","Cash Flow","Cash Flow Ratios",51,2010-12-01,NA,NA,NA,NA,NA
"10624","LTRPA","Cash Flow","Cash Flow Ratios",51,2011-12-01,3.87,NA,NA,NA,NA
"10625","LTRPA","Cash Flow","Cash Flow Ratios",51,2012-12-01,3.64,NA,NA,NA,NA
"10626","LTRPA","Cash Flow","Cash Flow Ratios",51,2013-12-01,5.8,NA,NA,NA,NA
"10627","LTRPA","Cash Flow","Cash Flow Ratios",51,2014-12-01,6.77,NA,NA,NA,NA
"10628","LTRPA","Cash Flow","Cash Flow Ratios",51,2015-12-01,7.16,NA,NA,NA,NA
"10629","LTRPA","Cash Flow","Cash Flow Ratios",51,2016-12-01,4.77,NA,NA,NA,NA
"10630","LTRPA","Cash Flow","Cash Flow Ratios",51,2017-12-01,4.14,NA,NA,NA,NA
"10631","LTRPA","Cash Flow","Cash Flow Ratios",52,2008-12-01,NA,NA,NA,NA,NA
"10632","LTRPA","Cash Flow","Cash Flow Ratios",52,2009-12-01,NA,NA,NA,NA,NA
"10633","LTRPA","Cash Flow","Cash Flow Ratios",52,2010-12-01,NA,NA,NA,NA,NA
"10634","LTRPA","Cash Flow","Cash Flow Ratios",52,2011-12-01,NA,NA,NA,3.23,NA
"10635","LTRPA","Cash Flow","Cash Flow Ratios",52,2012-12-01,NA,NA,NA,-15.15,NA
"10636","LTRPA","Cash Flow","Cash Flow Ratios",52,2013-12-01,NA,NA,NA,26.69,NA
"10637","LTRPA","Cash Flow","Cash Flow Ratios",52,2014-12-01,NA,NA,NA,20.69,NA
"10638","LTRPA","Cash Flow","Cash Flow Ratios",52,2015-12-01,NA,NA,NA,15.85,NA
"10639","LTRPA","Cash Flow","Cash Flow Ratios",52,2016-12-01,NA,NA,NA,14.88,NA
"10640","LTRPA","Cash Flow","Cash Flow Ratios",52,2017-12-01,NA,NA,NA,9.88,NA
"10641","LTRPA","Cash Flow","Cash Flow Ratios",53,2008-12-01,NA,NA,NA,NA,NA
"10642","LTRPA","Cash Flow","Cash Flow Ratios",53,2009-12-01,NA,NA,NA,NA,NA
"10643","LTRPA","Cash Flow","Cash Flow Ratios",53,2010-12-01,NA,NA,NA,NA,NA
"10644","LTRPA","Cash Flow","Cash Flow Ratios",53,2011-12-01,NA,NA,0.42,NA,NA
"10645","LTRPA","Cash Flow","Cash Flow Ratios",53,2012-12-01,NA,NA,-0.03,NA,NA
"10646","LTRPA","Cash Flow","Cash Flow Ratios",53,2013-12-01,NA,NA,-39.43,NA,NA
"10647","LTRPA","Cash Flow","Cash Flow Ratios",53,2014-12-01,NA,NA,-12.5,NA,NA
"10648","LTRPA","Cash Flow","Cash Flow Ratios",53,2015-12-01,NA,NA,-6.2,NA,NA
"10649","LTRPA","Cash Flow","Cash Flow Ratios",53,2016-12-01,NA,NA,10.86,NA,NA
"10650","LTRPA","Cash Flow","Cash Flow Ratios",53,2017-12-01,NA,NA,-0.39,NA,NA
"10651","LUV","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,NA
"10652","LUV","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,NA
"10653","LUV","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,NA
"10654","LUV","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,NA
"10655","LUV","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,NA
"10656","LUV","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,NA
"10657","LUV","Cash Flow","Cash Flow Ratios",49,2014-12-01,NA,NA,NA,NA,NA
"10658","LUV","Cash Flow","Cash Flow Ratios",49,2015-12-01,NA,NA,NA,NA,NA
"10659","LUV","Cash Flow","Cash Flow Ratios",49,2016-12-01,NA,NA,NA,NA,NA
"10660","LUV","Cash Flow","Cash Flow Ratios",49,2017-12-01,NA,NA,NA,NA,-848
"10661","LUV","Cash Flow","Cash Flow Ratios",50,2008-12-01,NA,NA,NA,NA,NA
"10662","LUV","Cash Flow","Cash Flow Ratios",50,2009-12-01,NA,NA,NA,NA,NA
"10663","LUV","Cash Flow","Cash Flow Ratios",50,2010-12-01,NA,NA,NA,NA,NA
"10664","LUV","Cash Flow","Cash Flow Ratios",50,2011-12-01,NA,NA,NA,NA,NA
"10665","LUV","Cash Flow","Cash Flow Ratios",50,2012-12-01,NA,NA,NA,NA,NA
"10666","LUV","Cash Flow","Cash Flow Ratios",50,2013-12-01,NA,NA,NA,NA,NA
"10667","LUV","Cash Flow","Cash Flow Ratios",50,2014-12-01,NA,NA,NA,NA,NA
"10668","LUV","Cash Flow","Cash Flow Ratios",50,2015-12-01,NA,373,NA,NA,NA
"10669","LUV","Cash Flow","Cash Flow Ratios",50,2016-12-01,NA,NA,NA,NA,NA
"10670","LUV","Cash Flow","Cash Flow Ratios",50,2017-12-01,NA,NA,NA,NA,NA
"10671","LUV","Cash Flow","Cash Flow Ratios",51,2008-12-01,8.37,NA,NA,NA,NA
"10672","LUV","Cash Flow","Cash Flow Ratios",51,2009-12-01,5.65,NA,NA,NA,NA
"10673","LUV","Cash Flow","Cash Flow Ratios",51,2010-12-01,4.07,NA,NA,NA,NA
"10674","LUV","Cash Flow","Cash Flow Ratios",51,2011-12-01,6.18,NA,NA,NA,NA
"10675","LUV","Cash Flow","Cash Flow Ratios",51,2012-12-01,7.89,NA,NA,NA,NA
"10676","LUV","Cash Flow","Cash Flow Ratios",51,2013-12-01,8.18,NA,NA,NA,NA
"10677","LUV","Cash Flow","Cash Flow Ratios",51,2014-12-01,9.4,NA,NA,NA,NA
"10678","LUV","Cash Flow","Cash Flow Ratios",51,2015-12-01,10.3,NA,NA,NA,NA
"10679","LUV","Cash Flow","Cash Flow Ratios",51,2016-12-01,10.51,NA,NA,NA,NA
"10680","LUV","Cash Flow","Cash Flow Ratios",51,2017-12-01,10.62,NA,NA,NA,NA
"10681","LUV","Cash Flow","Cash Flow Ratios",52,2008-12-01,NA,NA,NA,-22.17,NA
"10682","LUV","Cash Flow","Cash Flow Ratios",52,2009-12-01,NA,NA,NA,3.86,NA
"10683","LUV","Cash Flow","Cash Flow Ratios",52,2010-12-01,NA,NA,NA,8.82,NA
"10684","LUV","Cash Flow","Cash Flow Ratios",52,2011-12-01,NA,NA,NA,2.66,NA
"10685","LUV","Cash Flow","Cash Flow Ratios",52,2012-12-01,NA,NA,NA,4.19,NA
"10686","LUV","Cash Flow","Cash Flow Ratios",52,2013-12-01,NA,NA,NA,5.82,NA
"10687","LUV","Cash Flow","Cash Flow Ratios",52,2014-12-01,NA,NA,NA,6.2,NA
"10688","LUV","Cash Flow","Cash Flow Ratios",52,2015-12-01,NA,NA,NA,6.04,NA
"10689","LUV","Cash Flow","Cash Flow Ratios",52,2016-12-01,NA,NA,NA,10.51,NA
"10690","LUV","Cash Flow","Cash Flow Ratios",52,2017-12-01,NA,NA,NA,7.94,NA
"10691","LUV","Cash Flow","Cash Flow Ratios",53,2008-12-01,NA,NA,-13.73,NA,NA
"10692","LUV","Cash Flow","Cash Flow Ratios",53,2009-12-01,NA,NA,4.04,NA,NA
"10693","LUV","Cash Flow","Cash Flow Ratios",53,2010-12-01,NA,NA,2.33,NA,NA
"10694","LUV","Cash Flow","Cash Flow Ratios",53,2011-12-01,NA,NA,2.34,NA,NA
"10695","LUV","Cash Flow","Cash Flow Ratios",53,2012-12-01,NA,NA,1.7,NA,NA
"10696","LUV","Cash Flow","Cash Flow Ratios",53,2013-12-01,NA,NA,1.37,NA,NA
"10697","LUV","Cash Flow","Cash Flow Ratios",53,2014-12-01,NA,NA,1.02,NA,NA
"10698","LUV","Cash Flow","Cash Flow Ratios",53,2015-12-01,NA,NA,0.55,NA,NA
"10699","LUV","Cash Flow","Cash Flow Ratios",53,2016-12-01,NA,NA,0.96,NA,NA
"10700","LUV","Cash Flow","Cash Flow Ratios",53,2017-12-01,NA,NA,0.48,NA,NA
"10701","LVS","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,-65.03
"10702","LVS","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,399.75
"10703","LVS","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,192.85
"10704","LVS","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,42.37
"10705","LVS","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,14.85
"10706","LVS","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,45.19
"10707","LVS","Cash Flow","Cash Flow Ratios",49,2014-12-01,NA,NA,NA,NA,8.86
"10708","LVS","Cash Flow","Cash Flow Ratios",49,2015-12-01,NA,NA,NA,NA,-28.61
"10709","LVS","Cash Flow","Cash Flow Ratios",49,2016-12-01,NA,NA,NA,NA,17.19
"10710","LVS","Cash Flow","Cash Flow Ratios",49,2017-12-01,NA,NA,NA,NA,12.37
"10711","LVS","Cash Flow","Cash Flow Ratios",50,2008-12-01,NA,NA,NA,NA,NA
"10712","LVS","Cash Flow","Cash Flow Ratios",50,2009-12-01,NA,NA,NA,NA,NA
"10713","LVS","Cash Flow","Cash Flow Ratios",50,2010-12-01,NA,NA,NA,NA,NA
"10714","LVS","Cash Flow","Cash Flow Ratios",50,2011-12-01,NA,NA,NA,NA,NA
"10715","LVS","Cash Flow","Cash Flow Ratios",50,2012-12-01,NA,39.4,NA,NA,NA
"10716","LVS","Cash Flow","Cash Flow Ratios",50,2013-12-01,NA,117.31,NA,NA,NA
"10717","LVS","Cash Flow","Cash Flow Ratios",50,2014-12-01,NA,4.54,NA,NA,NA
"10718","LVS","Cash Flow","Cash Flow Ratios",50,2015-12-01,NA,-47.42,NA,NA,NA
"10719","LVS","Cash Flow","Cash Flow Ratios",50,2016-12-01,NA,35.22,NA,NA,NA
"10720","LVS","Cash Flow","Cash Flow Ratios",50,2017-12-01,NA,42.65,NA,NA,NA
"10721","LVS","Cash Flow","Cash Flow Ratios",51,2008-12-01,86.31,NA,NA,NA,NA
"10722","LVS","Cash Flow","Cash Flow Ratios",51,2009-12-01,45.87,NA,NA,NA,NA
"10723","LVS","Cash Flow","Cash Flow Ratios",51,2010-12-01,29.53,NA,NA,NA,NA
"10724","LVS","Cash Flow","Cash Flow Ratios",51,2011-12-01,16.03,NA,NA,NA,NA
"10725","LVS","Cash Flow","Cash Flow Ratios",51,2012-12-01,13.02,NA,NA,NA,NA
"10726","LVS","Cash Flow","Cash Flow Ratios",51,2013-12-01,6.86,NA,NA,NA,NA
"10727","LVS","Cash Flow","Cash Flow Ratios",51,2014-12-01,8.08,NA,NA,NA,NA
"10728","LVS","Cash Flow","Cash Flow Ratios",51,2015-12-01,13.08,NA,NA,NA,NA
"10729","LVS","Cash Flow","Cash Flow Ratios",51,2016-12-01,12.66,NA,NA,NA,NA
"10730","LVS","Cash Flow","Cash Flow Ratios",51,2017-12-01,6.5,NA,NA,NA,NA
"10731","LVS","Cash Flow","Cash Flow Ratios",52,2008-12-01,NA,NA,NA,-83.4,NA
"10732","LVS","Cash Flow","Cash Flow Ratios",52,2009-12-01,NA,NA,NA,-31.87,NA
"10733","LVS","Cash Flow","Cash Flow Ratios",52,2010-12-01,NA,NA,NA,-2.24,NA
"10734","LVS","Cash Flow","Cash Flow Ratios",52,2011-12-01,NA,NA,NA,12.26,NA
"10735","LVS","Cash Flow","Cash Flow Ratios",52,2012-12-01,NA,NA,NA,14.45,NA
"10736","LVS","Cash Flow","Cash Flow Ratios",52,2013-12-01,NA,NA,NA,25.38,NA
"10737","LVS","Cash Flow","Cash Flow Ratios",52,2014-12-01,NA,NA,NA,25.06,NA
"10738","LVS","Cash Flow","Cash Flow Ratios",52,2015-12-01,NA,NA,NA,16.44,NA
"10739","LVS","Cash Flow","Cash Flow Ratios",52,2016-12-01,NA,NA,NA,22.77,NA
"10740","LVS","Cash Flow","Cash Flow Ratios",52,2017-12-01,NA,NA,NA,28.77,NA
"10741","LVS","Cash Flow","Cash Flow Ratios",53,2008-12-01,NA,NA,22.38,NA,NA
"10742","LVS","Cash Flow","Cash Flow Ratios",53,2009-12-01,NA,NA,4.1,NA,NA
"10743","LVS","Cash Flow","Cash Flow Ratios",53,2010-12-01,NA,NA,-0.26,NA,NA
"10744","LVS","Cash Flow","Cash Flow Ratios",53,2011-12-01,NA,NA,0.74,NA,NA
"10745","LVS","Cash Flow","Cash Flow Ratios",53,2012-12-01,NA,NA,1.06,NA,NA
"10746","LVS","Cash Flow","Cash Flow Ratios",53,2013-12-01,NA,NA,1.52,NA,NA
"10747","LVS","Cash Flow","Cash Flow Ratios",53,2014-12-01,NA,NA,1.29,NA,NA
"10748","LVS","Cash Flow","Cash Flow Ratios",53,2015-12-01,NA,NA,0.98,NA,NA
"10749","LVS","Cash Flow","Cash Flow Ratios",53,2016-12-01,NA,NA,1.56,NA,NA
"10750","LVS","Cash Flow","Cash Flow Ratios",53,2017-12-01,NA,NA,1.32,NA,NA
"10751","LYB","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,-7.63
"10752","LYB","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,NA
"10753","LYB","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,NA
"10754","LYB","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,41.96
"10755","LYB","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,66.85
"10756","LYB","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,1
